Dialogue,instrument,action,tissue,generated_feedback,alignment_score
"so the urethra you will use this much (Smaller), bladder you will use this much... a good rule of thumb (explains distancing)",[NONE],"[use less, use]","[urethra, bladder]",Use less force on the urethra and bladder.,3
go in the urethra,[NONE],[go in],[urethra],Advance carefully into the urethra.,4
but just take it so we don't keep making swiss cheese of the urethra,[NONE],[take],[urethra],Take care when handling the urethra.,3
cinch it down,[NONE],[cinch down],[NONE],"Cinch down carefully, ensuring secure control.",5
grab,[NONE],[grab],[NONE],Ensure the instrument is correctly positioned before grabbing.,3
you gotta grab it,[NONE],[grab],[NONE],Ensure the instrument is correctly positioned before grabbing.,3
good take it,[NONE],[take it],[NONE],Clarify the action and specify the instrument and tissue involved.,2
do the right handed back row,"[left hand, right hand]",[do],[NONE],Use both hands to proceed with the next step.,2
and you drop it right at 5 o'clock on the urethra,[NONE],[drop],[urethra],Drop the urethra gently.,3
you need the catheter for this?,[catheter],[NONE],[NONE],Position the catheter appropriately for the next step.,2
stop can you pull back i just want to show you something,[NONE],"[stop, pull back]",[NONE],Stop and pull back carefully.,4
if you angle your tip of your needle downwards towards the rectum,[needle],[NONE],[rectum],Position the needle carefully to avoid the rectum.,2
so  for this corner stitch when you take it with the backhand contralateral backahand so this is coming out on the right of the patient,[stitch],[NONE],[NONE],Ensure the stitch is ready for the next step.,2
take it,[NONE],[take],[NONE],Specify the instrument and tissue for the action.,2
so that's that corner right? the corner that we turned on the bladder?,[NONE],[NONE],[bladder],Focus on the bladder for the next step.,3
so now we can start to travel a little bit more on the bladder because obviously there's a lot more to cover,[NONE],[start],[bladder],Begin the procedure on the bladder.,4
so set up your needle,[needle],[set up],[NONE],Set up the needle for the next step.,5
you want your catheter?,[catheter],[NONE],[NONE],Position the catheter appropriately for the next step.,3
turn,[NONE],[turn],[NONE],Ensure smooth and controlled turning.,4
turn more,[NONE],[turn more],[NONE],Adjust your positioning for better visibility.,3
"cinch it, cinch it down",[NONE],"[cinch, cinch down]",[NONE],Cinch down carefully.,4
"left hand brace, left hand brace",[left hand],[left hand brace],[NONE],Brace with your left hand for stability.,5
grab as you regrab your right hand okay?,[right hand],"[grab, regrab]",[NONE],Regrab with the right hand to secure the tissue.,4
"ok good, good lets keep moving",[NONE],[keep moving],[NONE],Continue with smooth and controlled movements.,4
lets travel a little bit okay?,[NONE],[travel a little bit],[NONE],Travel a little bit cautiously.,4
"good, take it",[NONE],[take],[NONE],Specify the instrument and tissue for the action.,2
so now throw it with your left hand like dr. aron was saying,[left hand],[throw],[NONE],Use the left hand to throw the suture.,5
you can pull on the stitch that is coming out of the urethra,[stitch],[pull],[urethra],Gently pull the stitch to approximate the urethra edges.,4
"do you want me to expose the urethra to you, to show you where you need to exit",[NONE],[NONE],[urethra],Focus on the urethra. Ensure clear visualization and avoid unnecessary manipulation.,3
pull on the stitch,[stitch],[pull],[NONE],Pull the stitch gently to maintain tension.,4
thats fine but youre taking a lot of urethra,[NONE],[NONE],[urethra],Focus on the urethra's integrity during the procedure.,3
lets travel on the bladder,[NONE],[travel],[bladder],Travel carefully around the bladder.,4
let me get this piece of fat out of here,[NONE],[NONE],[fat],Maintain awareness of the surrounding fat tissue.,3
yeah but i would enter back here to get a good bite of bladder,[NONE],[enter back],[bladder],Enter back into the bladder carefully.,4
and then turn here,[NONE],[turn],[NONE],Ensure precise control while turning.,3
go,[NONE],[go],[NONE],Proceed with caution and maintain awareness of the surgical field.,3
turn,[NONE],[turn],[NONE],Ensure smooth and controlled turning movements.,4
"left hand , that corner is always left hand",[left hand],[NONE],[NONE],Position your left hand for optimal control.,4
and you turn your wrist away from you,[NONE],[turn wrist away],[NONE],Turn the wrist away gently.,5
close to the last stitch okay,[stitch],[NONE],[NONE],Ensure the stitch is ready for the next step.,3
so you're going to get in drop your left hand angle it down towards the foot,[left hand],"[get in, drop, angle]",[NONE],Adjust your left hand position for better access.,4
stop (mentor explains technique on console),[NONE],[stop],[NONE],Pause and reassess the situation.,4
"travel too much, don't travel too much",[NONE],[travel less],[NONE],Travel less with your movements.,5
you can grab that lip,[NONE],[grab],[NONE],Ensure the instrument is correctly positioned before grabbing.,3
reflect it back,[NONE],[reflect back],[NONE],Reflect back gently to maintain clear visualization.,4
"turn more, turn more with your right hand",[right hand],"[turn more, turn more]",[NONE],Turn the right hand more.,5
left hand,[left hand],[NONE],[NONE],Adjust your left hand position for optimal control.,4
so you can go in like that but remember change your angle once you get in,[NONE],"[go in, change angle]",[NONE],Adjust your approach angle carefully.,4
stop for a second,[NONE],[stop],[NONE],Pause and reassess the situation.,4
go,[NONE],[go],[NONE],Proceed with caution and maintain situational awareness.,3
"dont take too much urethra, just rock it back",[NONE],[rock back],[urethra],Rock back gently on the urethra.,4
sure but take it dont put holes in the urethra,[NONE],"[take, don't put]",[urethra],Take care not to put pressure on the urethra.,3
ideally a little bit close about halfway you came out and where the urethra edge is,[NONE],[NONE],[urethra edge],Focus on the urethra edge for precise identification.,3
yeah go,[NONE],[go],[NONE],Proceed with caution and maintain awareness of the surgical field.,4
now pull the stitch back,[stitch],[pull back],[NONE],Pull back the stitch carefully.,5
pull it down,[NONE],[pull down],[NONE],Ensure controlled movement while pulling down.,4
come out,[NONE],[come out],[NONE],Ensure instruments are clear of the surgical field.,3
yeah go in and just take that bite of the urethra right there,[NONE],[take],[urethra],Take care when handling the urethra.,2
whyd you let go of the stitch,[stitch],[NONE],[NONE],Prepare to use the stitch instrument when needed.,2
its fine turn there,[NONE],[turn],[NONE],Ensure precise control while turning.,4
turn turn turn turn,[NONE],[turn],[NONE],Ensure smooth and controlled turning.,4
take it,[NONE],[take],[NONE],Specify the instrument and tissue for the action.,2
you can regrab and turn more,[NONE],"[regrab, turn more]",[NONE],Regrab and turn more as needed.,5
cinch it down,[NONE],[cinch down],[NONE],Ensure secure tension while cinching.,4
wheres your other stitch,[stitch],[NONE],[NONE],Select the appropriate action for the stitch.,2
yeah do one with that one,[NONE],[do one],[NONE],Proceed with the next step when ready.,2
cinch it down,[NONE],[cinch down],[NONE],"Cinch down carefully, ensuring secure control.",4
cinch that down cinch the yellow down,[NONE],[cinch down],[NONE],"Cinch down carefully, ensuring secure control.",4
you got to grab,[NONE],[grab],[NONE],Ensure the instrument is correctly positioned before grabbing.,3
grab,[NONE],[grab],[NONE],Ensure the instrument is correctly positioned before attempting to grab.,3
yup just give yourself enough length to tie,[NONE],[give yourself enough length],[NONE],Ensure you have sufficient length for optimal maneuverability.,4
Before you tie  I just want to make sure the urethra goes in because that last throw,[NONE],"[before you tie, make sure]",[urethra],Ensure the urethra is properly aligned before you tie.,5
so before you tie lets make sure the catheter gets across,[catheter],"[before you tie, make sure]",[NONE],Ensure the catheter is positioned correctly before you tie.,5
go ahead tie,[NONE],[tie],[NONE],Ensure secure knot placement.,4
tie,[NONE],[tie],[NONE],Ensure secure knot placement.,5
tighten it tighten it,[NONE],[tighten],[NONE],Ensure all instruments are secure and functioning properly.,3
tighten it more thats not tight at all,[NONE],[tighten more],[NONE],Tighten more as needed.,4
find that flim flam,[NONE],[find],[NONE],Identify the target area precisely before proceeding.,3
stop for a second,[NONE],[stop],[NONE],Pause and reassess the situation.,4
what is your fourth arm doing rn,[4th arm],[NONE],[NONE],Position the 4th arm for optimal access.,2
"I think you're hitting the pubic bone because he's flat so you re streamlining right towards it, so you have to move it down and then in",[NONE],"[move down, move in]",[pubic bone],Adjust your approach to avoid the pubic bone.,3
you know how you were doing right-handed overhand try doing a left hand overhand move,"[left hand, right hand]",[try doing],[NONE],Try doing the action with both hands.,3
"because when you do a left hand over move, your other instrument is ready so you can just grab the needle and pull it through so you will be more efficient with it","[left hand, needle]","[grab, pull]",[NONE],Use the left hand to grab and pull the needle carefully.,5
and then you can cock your wrist and point your needle so it goes into the lumen,[needle],"[cock, point]",[NONE],Cock the needle and point it accurately.,4
now use your other hand to push on the urethra,[NONE],"[use, push]",[urethra],Push gently on the urethra.,4
now you're ready to grab it and just pull it through,[NONE],"[grab, pull]",[NONE],Ensure secure grip and controlled movement.,3
I think you're going to need another stitch to reconstruct the bladder neck a bit unless you feel like you can get that,[stitch],[add stitch],[bladder neck],Add a stitch to the bladder neck carefully.,3
see that's the end of your barbs on both sutures,[sutures],[NONE],[NONE],Prepare the sutures for the next step.,2
"so you can tennis racket it and start at the top and run it not at the urethra, the bladder side and you run it towards the urethra",[NONE],"[start, run]","[urethra, bladder]",Begin running the procedure on the urethra and bladder.,2
"make sure you take ___ on the bladder and ___ on the urethra, (repeats)",[NONE],"[take, take]","[bladder, urethra]",Take care around the bladder and urethra.,4
try turning your wrist the other way before you grab it,[NONE],[try turning],[NONE],Try turning gently to maintain control.,3
why is that strand loose,[stitches],[NONE],[NONE],Prepare to use stitches when needed.,2
don't forget to remove the vesicles,[NONE],[remove],[vesicles],Remove the vesicles carefully.,4
run them across,[NONE],[run across],[NONE],Ensure controlled movement and maintain awareness of surroundings.,2
after that you can defat the prostate and all that stuff,[NONE],[defat],[prostate],Defat the prostate carefully.,4
how do we know we arent taking ureter or something like that,[NONE],[NONE],[ureter],Focus on the ureter's integrity and positioning.,3
"Theres a bleeder on the bladder, just buzz it",[electrocautery],[buzz],"[vein, bladder]",Use electrocautery to buzz the vein and bladder carefully.,4
yeah just buzz that,[NONE],[buzz],[NONE],Ensure the electrosurgical unit is ready before proceeding.,2
you can just touch it with your scissors,[scissors],[touch],[NONE],Use scissors carefully to avoid unintended contact.,3
let me see for a second...you want to do the anterior bladder neck?,[NONE],[NONE],[bladder neck],Focus on the bladder neck for precise dissection.,4
"dont make multiple follows, make one solid follow",[NONE],[make one solid follow],[NONE],Ensure smooth and continuous movement.,4
why dont you grab the bladder neck with your prograsp and give youself some tension,[prograsp],"[grab, give]",[bladder neck],Use the prograsp to gently grab the bladder neck.,4
ok now stop,[NONE],[stop],[NONE],Pause and reassess the situation.,4
so after you make the first cut you can assess these things,[NONE],"[make first cut, assess these things]",[NONE],Assess the area before making the first cut.,1
ok stop for a second,[NONE],[stop],[NONE],Stop immediately and await further instructions.,5
so the detrusor you see the fibers and when you burn it it has burnt grass appearance; prostate you see bubbling of prostate juice,[NONE],[NONE],"[detrusor fibers, prostate]",Focus on the detrusor fibers and prostate.,3
I would not lift it with that...stop for a second,[NONE],[stop],[NONE],Pause and reassess the situation.,4
close the jaws,[NONE],[close],[NONE],Ensure all instruments are correctly positioned before closing.,2
ok now stop for a second,[NONE],[stop],[NONE],Pause and reassess the situation.,5
go in right there,[NONE],[go in],[NONE],Proceed with caution and ensure clear visualization.,3
so that way the risk of getting into the prostate is low,[NONE],[NONE],[prostate],Focus on the prostate for the next step.,2
your L hand is in your way so move it back a little bit,[left hand],[move back],[NONE],Move your left hand back slightly for better positioning.,5
stop for a second,[NONE],[stop],[NONE],Pause and reassess the situation.,4
"point your scissors down, dont air towards the prostate as much anymore this is where he is saying to go more vertical",[scissors],"[point down, avoid air towards, go more vertical]",[prostate],Point scissors down and go more vertical on the prostate.,4
youre trying to get into the bladder now,[NONE],[NONE],[bladder],Focus on the bladder for the next step.,5
go wide,[NONE],[go wide],[NONE],Maintain focus and ensure precision in your movements.,2
you can open that because it becomes your grave right?,[NONE],[open],[NONE],"Open carefully, ensuring clear visualization of the surgical field.",2
ok do the same thing on the other side,[NONE],[do the same thing],[NONE],Continue with the current approach.,4
"so use your L hand more, youre not really retracting back a lot","[left hand, retractor]","[use more, retract back more]",[NONE],Use the left hand retractor to retract back more.,5
"dont turn towards the bladder, stay midline",[NONE],"[don't turn, stay midline]",[bladder],Maintain midline focus on the bladder.,2
"unbelievable good job, ok stop",[NONE],[stop],[NONE],Pause and reassess the situation.,1
turn it up a little toward 10 o clock,[NONE],[turn up],[NONE],Adjust the system settings as needed.,3
it really exposes the medial surface so you can find the SV,[NONE],[NONE],"[medial surface, Seminal Vesicles]",Focus on the medial surface of the seminal vesicles.,4
i wouldnt take the vas yet,[NONE],[NONE],[vas deferens],Focus on the vas deferens.,1
try and get under the SV first before you do that,[NONE],[get under],[Seminal Vesicles],Get under the seminal vesicles carefully.,4
go a little higher then,[NONE],[go higher],[NONE],Adjust your position slightly higher.,5
and DVC suture is not gonna get it?,[suture],[NONE],[NONE],Select the appropriate action for suturing.,2
what are you thinking? one more bite across then tie it?,[NONE],"[take one more bite, tie]",[NONE],"Take one more bite, then tie securely.",5
"give it to her straight on, not like that",[NONE],[give],[NONE],Clarify what needs to be given.,3
not like that..try to grab it...,[NONE],[try],[NONE],Proceed with caution and verify your next steps.,2
pull on the blue one a little bit to make sure its tight,[NONE],[pull a little bit],[NONE],Pull gently to maintain control.,3
this has been a long prostate,[NONE],[NONE],[prostate],Focus on the prostate for precise dissection.,2
use your fourth arm to...the other side,[fourth arm],[use],[NONE],Activate the fourth arm for better control.,4
yeah pull it over to wherever you want it to go,[NONE],[pull],[NONE],Ensure controlled movement while pulling.,3
yeah just leave your fourth arm there,[fourth arm],[leave],[NONE],Secure the fourth arm in a safe position.,5
travel more,[NONE],[travel more],[NONE],Continue advancing carefully.,4
this isnt like a strength suture,[suture],[NONE],[NONE],Prepare the suture for the next step.,2
you can skip on that,[NONE],[skip],[NONE],Proceed to the next step in the procedure.,1
just go to the other side...you dont really need to go all the way across,[NONE],"[""go to the other side""]",[NONE],Reposition to the other side for better access.,3
just break it,[NONE],[break],[NONE],Clarify the action and tissue involved before proceeding.,2
Yeah you are going to take some of that stuff on the soaz off,[NONE],[take off],[NONE],Clarify the action and tissue involved before proceeding.,2
Don't damage anything,[NONE],[Don't damage],[NONE],Ensure all movements are controlled to avoid any damage.,4
Try presenting at the other end,[NONE],[Present],[NONE],Ensure all instruments are visible and ready for the next action.,2
yeah lift that up and now you can gently buzz and sweep the stuff off,"[buzz, sweep]","[lift, buzz, sweep]",[NONE],Use the instrument to sweep gently.,4
more buzzing,[electrocautery],[NONE],[NONE],Ensure the electrocautery is ready for use.,3
where is the ureter,[NONE],[NONE],[ureter],Focus on the ureter. Ensure clear visualization and avoid unnecessary manipulation.,3
lift it back up,[NONE],[lift],[NONE],Ensure the instrument is positioned correctly before lifting.,3
"these little things that are tethering the vein up, you can buzz them or sweep them down",[energy device],"[buzz, sweep down]",[vein],Use the energy device to buzz and sweep down on the vein.,5
"you dont have to hook it, you can buzz it",[NONE],[buzz it],[NONE],Specify the instrument and tissue before proceeding with the action.,2
go in there...back in this corner,[NONE],"[go in, go back]",[NONE],Proceed with caution as you adjust your position.,3
what I would do is get the stuff up here and start releasing it that way,[NONE],"[get, start releasing]",[NONE],Begin releasing gently.,4
"figure out where you are going to come across it, the artery is down so you aren't going to get into it",[NONE],[NONE],[artery],Identify and protect the artery.,3
You can take the vas w you,[NONE],[NONE],[vas deferens],Focus on the vas deferens for precise handling.,3
"why is your right hand fighting, why is it spastic",[right hand],[NONE],[NONE],Maintain awareness of your right hand's position.,3
"it is fighting something, i can see it fighting, oh stop",[NONE],[stop],[NONE],Pause and reassess the situation.,4
Take this vessel before it....,[NONE],"[""Take""]",[vessel],Take the vessel carefully.,4
figure out where the vein is going,[NONE],[figure out],[vein],Identify the vein carefully.,4
Buzz this and sweep it down,[NONE],"[buzz, sweep down]",[NONE],Buzz and sweep down carefully.,5
"this is whats tethering the vein, see how its all wispy and everything here",[NONE],[NONE],[vein],Ensure the vein is not compromised.,2
See once you do that how the vein just pushes down...if youre on the plane thats right on top of the vein thats where you want to be,[NONE],[NONE],"[vein, plane]",Maintain awareness of the vein and plane during the procedure.,3
all of these come down this..your arterys here and your veins here,[NONE],[NONE],"[arteries, veins]",Focus on identifying and preserving the arteries and veins.,3
yeah so you can go right through that,[NONE],[go right through],[NONE],Clarify your target before proceeding.,2
now regrab where my suction is,[suction],[regrab],[NONE],Regrab with suction to maintain control.,5
and buzz right above the vein...dont buzz the vein but,[electrocautery],"[buzz right above, don't buzz]",[vein],Avoid buzzing the vein with the electrocautery.,5
The type of bleeding youre gonna run into when you get down there are...which is super annoying so its better to identify them and buzz them,[NONE],"[identify, buzz]",[NONE],Identify and buzz the target area precisely.,5
yeah pre buzz it,[NONE],[pre buzz],[NONE],Prepare for cautery activation.,5
you can but the actual lymph... so you can take this off,[NONE],[take off],[NONE],Clarify the action and tissue involved before proceeding.,2
"keep buzzing, dont hold back",[electrocautery],"[keep buzzing, don't hold back]",[NONE],Continue using electrocautery; maintain steady buzzing.,5
remember the ureter is here,[NONE],[NONE],[ureter],Focus on the ureter. Proceed with caution.,4
I would buzz a little bit higher...dont buz ...,[NONE],[Buzz higher],[NONE],Increase the buzz frequency.,4
buzz,[electrocautery],[buzz],[NONE],Use electrocautery to buzz when tissue is identified.,4
Grab closer,[NONE],[grab closer],[NONE],Adjust your position to grab the target more effectively.,3
and you can kind of do a little sweep to find out whats in there,[NONE],[sweep],[NONE],Perform a gentle sweep to clear the field.,4
"now its thin you can just take it..this whole thing, just take it right there",[NONE],[take it],[NONE],Clarify the action and specify the instrument and tissue involved.,2
yeah you can just lift it up and make sure,[NONE],"[lift, make sure]",[NONE],Ensure proper technique while lifting.,4
"look where your ureter is just so you know where its going, so just back up and...",[NONE],"[look, back up]",[ureter],Back up and look at the ureter carefully.,5
...runs closer than you think it does..but I think you are okay so just lift that up,[NONE],[lift up],[NONE],Lift gently to maintain tissue integrity.,4
"ignore these sweep motions, thats a node right there",[NONE],[ignore these sweep motions],[node],Ignore these sweep motions around the node.,5
"where is the ureter, I want to see the ureter",[NONE],[NONE],"[ureter, ureter]",Focus on the ureter. Ensure clear visualization and avoid unnecessary manipulation.,4
so march up laterally,[NONE],[march up laterally],[NONE],Adjust your approach for better visualization.,3
buzz and sweep down,[electrocautery],"[buzz, sweep down]",[NONE],Use electrocautery to buzz and sweep down carefully.,4
"sweep down, there you go",[NONE],[sweep down],[NONE],Ensure controlled movement while sweeping down.,4
"grab closer, create a working ground. so this is going to be that node of cloquet that you're trying to get out of here",[NONE],"[grab closer, create]",[node of Cloquet],Grab the node of Cloquet closer to create access.,4
"pull, you kind of see there's a circle.... you don't want to get into that, you want to go below that",[NONE],"[pull, go below]",[NONE],Ensure the instruments are correctly positioned before proceeding.,2
buzz this stuff here,[NONE],[buzz],[NONE],Ensure the instrument is correctly positioned before activating the energy.,2
gently sweep back....,[NONE],[gently sweep back],[NONE],Gently sweep back with precision.,4
you might be getting your fourth arm,[4th arm],[NONE],[NONE],Position the 4th arm for optimal access.,2
back up,[NONE],[back up],[NONE],Back up slightly to improve your view.,4
look up your fourth arm... yeah,[4th arm],[look up],[NONE],Use the 4th arm to adjust the camera angle.,3
move it around lower,[NONE],[move around lower],[NONE],Move around the area carefully.,3
you see this thing? lateral sweep,[NONE],[lateral sweep],[NONE],Perform a lateral sweep with precision and control.,4
yeah buzz and sweep,[electrocautery],"[buzz, sweep]",[NONE],Use electrocautery to buzz and sweep carefully.,4
"yeah, sweep",[NONE],[sweep],[NONE],Ensure sweeping motion is controlled and precise.,4
"now buzz, sweep",[NONE],"[buzz, sweep]",[NONE],Buzz and sweep with precision.,4
buzz this thing,[electrocautery],[buzz],[NONE],Use electrocautery to buzz when tissue is identified.,3
sweep,[NONE],[sweep],[NONE],Ensure sweeping motion is controlled and precise.,4
"yeah, buzz, sweep... buzz, sweep",[electrocautery],"[buzz, sweep, buzz, sweep]",[NONE],Use electrocautery to buzz and sweep with precision.,4
now clean up all this stuff right here,[NONE],[clean up],[NONE],Ensure the surgical field is clear and organized.,4
we're going to figure out what to do with this vein. then you can deliver the node underneath it,[NONE],[deliver],"[vein, node]",Deliver to the vein and node with precision.,3
now come back down on this vein and figure out what to ____,[NONE],"[come back down, figure out]",[vein],Figure out the vein's position before proceeding.,4
you can get all this stuff off the vein,[NONE],[get off],[vein],Get off the vein carefully.,3
buzz the fatty stuff,[electrocautery],[buzz],[NONE],Use electrocautery to buzz when tissue is identified.,3
"be very gentle when you get to the vein, you could sweep the vein over",[NONE],"[be gentle, sweep over]","[vein, vein]",Be gentle as you sweep over the vein.,4
maybe try sweeping the vein over if you can?,[NONE],[sweep],[vein],Sweep the vein gently to avoid damage.,4
"yeah, give it a good go",[NONE],[give],[NONE],Clarify what needs to be given.,2
those are the perforator,[perforator],[NONE],[NONE],Ensure the perforator is ready for use when needed.,3
do you see it pulsating behind the nerve?,[NONE],[NONE],[nerve],Ensure the nerve is protected during the procedure.,2
"yeah, I think you just got to keep it low",[NONE],[keep it low],[NONE],Maintain a low profile with your movements.,5
you got to sweep it down along the nerve,[NONE],[sweep down],[NONE],Ensure controlled movement while sweeping down.,4
"you're going to get in a hole, now you need to go back the other way",[NONE],"[get in, go back]",[NONE],Adjust your positioning and proceed with caution.,2
look back by the port,[NONE],[look back],[NONE],Ensure your focus remains on the surgical field.,2
you need to go to zone 3 which is kind of distal and medial,[NONE],[go],[NONE],Proceed with caution and maintain situational awareness.,2
"he doesn't have much tissue down there, remeber the artery is right there",[NONE],[NONE],"[tissue, artery]",Identify and protect the artery.,3
uh move your fourth arm so I can suck,[fourth arm],[move],[NONE],Move the fourth arm to a neutral position.,2
you need to move your fourth arm off to the side unless you're going to use it to retract the bladder,"[fourth arm, retractor]",[move],[bladder],Move the fourth arm retractor to adjust the bladder position.,3
"spend a little extra time cauterizing the wound... it's not always ___, sometimes you got to go slow",[electrocautery],"[spend a little extra time, go slow]",[NONE],Use electrocautery carefully and proceed slowly.,4
"if they bleed, you retract ___",[retractor],[retract],[NONE],Use the retractor to gently retract the surrounding tissue.,3
___ up... like closer to where you're working,[NONE],[come closer],[NONE],Adjust your position for better visibility.,3
"dynamic retraction, so you keep pulling down with your left hand as you do this",[left hand],[keep pulling down],[NONE],Continue pulling down with the left hand.,5
buzz slowly,[electrocautery],[buzz slowly],[NONE],"Buzz slowly with the electrocautery, ensuring precise control.",4
keep going down,[NONE],[keep going down],[NONE],Continue descending carefully.,5
watch your arm,[NONE],[watch],[NONE],Maintain focus and observe the surgical field closely.,2
"I don't know what's at the back, so whenever you try to buzz like this. you need to see the entire instrument, left hand instrument, becuase you don't know if it's touching the bowel or the back or what have you",[left hand instrument],[see],"[bowel, back]",Use the left hand instrument to visualize the bowel's back.,3
stop what I mean is this,[NONE],[stop],[NONE],Pause and reassess the situation.,4
you are going to have to eventually take this,[NONE],[take],[NONE],Specify the instrument and tissue for the action.,2
the vein dangling in your face... the vein,[NONE],[NONE],"[vein, vein]",Ensure veins are not under tension or compromised.,3
"I would probably grab it, do the same thing he said where you make sure you're not touching anything and you burn the sh*t out of it","[graspers, electrocautery]","[grab, make sure, burn]",[NONE],"Use graspers to secure tissue, then proceed with electrocautery to burn.",4
"when you cut through it, leave a little bit of a stump in case it bleeds ___",[NONE],"[cut through, leave]",[NONE],Ensure all actions are deliberate and necessary.,2
"go really slow, don't even cut, buzz it and let it go through that way",[electrocautery],"[go slow, buzz, let go]",[NONE],Use electrocautery carefully; ensure precise control without tissue contact.,3
"it's right up here, you probably just hit it with your arm. just buzz this, you can see the pumper right there",[NONE],[buzz],[NONE],Ensure the correct instrument is ready before proceeding with cauterization.,2
"you don't actually have to take a lot of that off, it's just the bladder neck right there",[NONE],[NONE],[bladder neck],Focus on the bladder neck for precise dissection.,3
you can take a little bit of that fat off,[NONE],[take off],[NONE],Clarify the action and tissue involved before proceeding.,2
"maybe you can do one side which is more hydronephrotic and see. i mean, yes that's not a regular procedure, but so i won't be sitting here us hoping and praying that his creatine comes out normal. the time has come to act",[NONE],"[do one side, see]",[NONE],Focus on visualizing the operative field clearly.,2
let's do the right side bottom,[NONE],[do],[NONE],Specify the instrument and tissue for the action.,2
", you're going to do nerve-sparing, okay",[NONE],[do nerve-sparing],[NONE],Ensure nerve-sparing technique is precise and controlled.,4
"if you're happy with it, I'm happy with it, you've gone to the rectum, right",[NONE],[NONE],[rectum],Ensure the rectum is not compromised during the procedure.,2
be careful dont get into the prostate there,[NONE],[be careful],[prostate],Be careful around the prostate.,3
"get hemostasis , make it look pretty",[NONE],"[get, make]",[NONE],Clarify your next step before proceeding.,2
show me the path of the external iliac,[NONE],[show],[external iliac],Show the external iliac clearly.,4
so open right on the external iliac,[NONE],[open],[external iliac],Open the external iliac carefully.,5
that's the first thing you should do and I would start relatively high because you don't know where the ureter is,[NONE],[start relatively high],[ureter],Start relatively high on the ureter.,4
so now extend right on it,[NONE],[extend right],[NONE],Extend right smoothly.,5
"stay right on it, you are far away from it, you know where it is right there, so stay on it",[NONE],"[stay, stay]",[NONE],Maintain current position.,3
"especially when it's tortuous, you don't know which direction it's going to go, so stay right on it.",[NONE],[stay],[NONE],Maintain your current position.,4
"so this side for whatever reason, I always just open it up completely and even partially drop the bladder, otherwise this thing just hangs in your face",[NONE],[NONE],[bladder],Focus on the bladder for the next step.,2
"so see how far away you are from the action, your left hand is so far away from where you are actually buzzing. try to be closer",[left hand],"[see, try to be closer]",[NONE],Move the left hand closer for better visualization.,5
"so stay there, why did you stop?",[NONE],[stay],[NONE],Maintain your current position.,4
"you're blocking your assistant, you're blocking your left hand, you're blocking your right hand.","[left hand, right hand]",[NONE],[NONE],Maintain awareness of both instruments' positions.,3
"all a bad idea, don't pull that direction, keep your left hand on that side",[left hand],"[don't pull, keep]",[NONE],Keep your left hand steady.,3
"so you gotta open the space out first, don't, just make that thing go away, just make that thing go away",[NONE],"[open, make, make]",[NONE],Clarify your intended action and target tissue before proceeding.,2
nothing good will come with you trying to retract that direction,[retractor],[NONE],[NONE],Position the retractor for optimal exposure.,1
"so I would use the fact that you could see the vein there, right, as a cue so higher up where you can see the vein",[NONE],[NONE],[vein],Identify and protect the vein.,3
"more more more medial, more medial",[NONE],[move more medial],[NONE],Move more medial.,4
thats why on this side I basically drop some part of the bladder so you don't feel like you are in a hole,[NONE],[NONE],[bladder],Focus on the bladder for the next step.,3
stay down stay down,[NONE],[stay down],[NONE],Maintain your position.,4
"take it a little higher, you don't want something dangling in your face, that's really annoying.",[NONE],[take higher],[NONE],Adjust your position slightly higher.,4
keep going keep going this should be easy and fast,[NONE],[keep going],[NONE],Continue with the current procedure.,4
"smaller, smaller movements",[NONE],[make smaller movements],[NONE],Make smaller movements for precision.,4
so your left hand is not doing a good job,[left hand],[NONE],[NONE],Adjust your left hand position for optimal control.,3
"what I would suggest you do is, is I would suggest you grab this leading edge right there, grab it",[NONE],[grab],[NONE],Ensure the instrument is correctly positioned before grabbing.,2
grab it,[NONE],[grab],[NONE],Ensure the instrument is correctly positioned before grabbing.,3
pull pull,[NONE],[pull],[NONE],Ensure controlled movement while pulling.,3
open that up,[NONE],[open],[NONE],Ensure the surgical field is clear before proceeding.,2
"wait, know where your vein is, know where your artery is",[NONE],"[wait, know, know]","[vein, artery]",Pause and identify the vein and artery before proceeding.,5
"show me big picture, show me the big picture",[NONE],[show],[NONE],Show the surgical field clearly.,4
"okay, that was the vein?",[NONE],[NONE],[vein],Identify and protect the vein.,2
"If its already on the bladder side I would not scrape it off and give it back. If its done, its done.",[NONE],[NONE],[bladder],Focus on the bladder for the next step.,2
control your bleeder,[NONE],[control],[vein],Control the vein carefully.,3
come on lets not waste time,[NONE],[come],[NONE],Clarify your next action or instrument choice.,2
"so be real careful until you see your ureter, what you're buzzing",[NONE],[be careful],[ureter],Be careful around the ureter.,4
my suggestion here again is to stay on your aretery and keep exposing off your aretery.,[NONE],"[stay, keep exposing]",[NONE],Continue maintaining exposure.,2
"and open up the space, open it up",[NONE],[open up],[NONE],Clarify the action and specify the tissue involved.,2
"often times just opening spaces, you will find the ureter right there",[NONE],[open spaces],[ureter],Open spaces around the ureter carefully.,3
ok so be careful,[NONE],[be careful],[NONE],Proceed with caution.,5
"good, keep opening, that's the right strategy, you will find the ureter that way uh huh",[NONE],[keep opening],[ureter],Continue opening the ureter carefully.,4
K keep dissecting down this way,[NONE],[keep dissecting],[NONE],Continue with the dissection.,5
