dialogue,timestamp,case,cvid,instrument,action,tissue
how many knots did you do there,12:55:35,25,c25_s0_1-40-48.avi,[NONE],[NONE],[NONE]
thats fine,12:55:40,25,c25_s0_1-40-53.avi,[NONE],[NONE],[NONE]
"you are going to go back down, and then do the other...",12:55:50,25,c25_s0_1-41-3.avi,[NONE],"[go back down, do]",[NONE]
"yeah, yeah",12:58:52,25,c25_s0_1-44-5.avi,[NONE],[NONE],[NONE]
you've only done one side am i right?,13:02:25,25,c25_s0_1-47-38.avi,[NONE],[NONE],[NONE]
uh huh,13:03:17,25,c25_s0_1-48-30.avi,[NONE],[NONE],[NONE]
make sure you can see over that corner so you can see your working on because you are connecting the two,14:32:59,26,c26_s0_0-17-38.avi,[NONE],"[make sure, see]",[NONE]
nice good yup,14:34:29,26,c26_s0_0-19-8.avi,[NONE],[NONE],[NONE]
"higher, take it higher",14:35:40,26,c26_s0_0-20-19.avi,[NONE],[take higher],[NONE]
i think its the cut bladder side that's bleeding,14:36:32,26,c26_s0_0-21-11.avi,[NONE],[NONE],[bladder]
good,14:36:35,26,c26_s0_0-21-14.avi,[NONE],[NONE],[NONE]
stop whatever is bleeding there,14:37:30,26,c26_s0_0-22-9.avi,[NONE],[stop],[NONE]
and make sure you can see it,14:37:35,26,c26_s0_0-22-14.avi,[NONE],[make sure],[NONE]
"find a plane, you're not really working in anything right?",14:38:01,26,c26_s0_0-22-40.avi,[NONE],[find],[NONE]
yup and then sweep along the prostate,14:38:14,26,c26_s0_0-22-53.avi,[NONE],[sweep],[prostate]
sweep along it because you are going to get into endopelvis,14:38:18,26,c26_s0_0-22-57.avi,[NONE],[sweep],[NONE]
this is that buckle of fat in that bottom left corner so you are very superior,14:38:23,26,c26_s0_0-23-2.avi,[NONE],[NONE],[NONE]
there you go,14:38:35,26,c26_s0_0-23-14.avi,[NONE],[NONE],[NONE]
you can probably get that left hand lower to give you better traction,14:38:39,26,c26_s0_0-23-18.avi,[left hand],[get lower],[NONE]
"and you see that plane right there, you can probably run it back to where that knuckle is and get all that out too",14:38:47,26,c26_s0_0-23-26.avi,[NONE],"[run back, get out]",[NONE]
yup,14:38:55,26,c26_s0_0-23-34.avi,[NONE],[NONE],[NONE]
you can use your scissors as a hook,14:38:57,26,c26_s0_0-23-36.avi,[scissors],[NONE],[NONE]
stop that bleeding right there,14:38:59,26,c26_s0_0-23-38.avi,[NONE],[stop],[NONE]
"just a little aggressive on your tension, that's all, thats all that is",14:39:03,26,c26_s0_0-23-42.avi,[NONE],[NONE],[NONE]
a little buzz,14:39:07,26,c26_s0_0-23-46.avi,[electrocautery],[NONE],[NONE]
you can use your scissors as a hook to get in that plane,14:39:12,26,c26_s0_0-23-51.avi,[scissors],[use scissors],[NONE]
"not there, not there, not there",14:39:14,26,c26_s0_0-23-53.avi,[NONE],[NONE],[NONE]
one layer at a time he tells us about right?,14:39:20,26,c26_s0_0-23-59.avi,[NONE],[NONE],[NONE]
open up your jaws so you get better coag,14:39:24,26,c26_s0_0-24-3.avi,[jaws],[open up],[NONE]
open up your jaws and use it as a hook,14:39:28,26,c26_s0_0-24-7.avi,[jaws],"[open up, use]",[NONE]
hook one jaw in,14:39:30,26,c26_s0_0-24-9.avi,[hook],[hook in],[NONE]
watch the nerve,14:39:34,26,c26_s0_0-24-13.avi,[NONE],[watch],[nerve]
"good, do it again with the other layer now",14:39:36,26,c26_s0_0-24-15.avi,[NONE],[do again],[NONE]
watch the nerve,14:39:45,26,c26_s0_0-24-24.avi,[NONE],[watch],[nerve]
yes good,14:39:49,26,c26_s0_0-24-28.avi,[NONE],[NONE],[NONE]
ok,14:39:54,26,c26_s0_0-24-33.avi,[NONE],[NONE],[NONE]
so get in the right plane on the other side,14:39:56,26,c26_s0_0-24-35.avi,[NONE],[get in],[NONE]
oh you're stopping the bleeding that's fine,14:40:00,26,c26_s0_0-24-39.avi,[NONE],[NONE],[NONE]
"but you see how like in an out of a plane where like some of the fat is down, some of the fat is up",14:40:03,26,c26_s0_0-24-42.avi,[NONE],[NONE],[fat]
so start laterally,14:40:10,26,c26_s0_0-24-49.avi,[NONE],[start laterally],[NONE]
"grab closer to the pelvic bone, pubic bone",14:40:14,26,c26_s0_0-24-53.avi,[NONE],[grab closer],"[pelvic bone, pubic bone]"
good,14:40:31,26,c26_s0_0-25-10.avi,[NONE],[NONE],[NONE]
okay there's your plane now right?,14:40:32,26,c26_s0_0-25-11.avi,[NONE],[NONE],[NONE]
higher up higher up otherwise that fat is going to dangle in your face,14:40:36,26,c26_s0_0-25-15.avi,[NONE],[higher up],[NONE]
"okay now you can sweep, now you can see your plane",14:40:44,26,c26_s0_0-25-23.avi,[NONE],[sweep],[NONE]
easy with your tension,14:40:53,26,c26_s0_0-25-32.avi,[NONE],[ease],[NONE]
so its a little buzz little bush right?,14:40:55,26,c26_s0_0-25-34.avi,[NONE],[NONE],[NONE]
sweep up,14:41:00,26,c26_s0_0-25-39.avi,[NONE],[sweep up],[NONE]
and do you have perspective? do you know where you are?,14:41:20,26,c26_s0_0-25-59.avi,[NONE],[NONE],[NONE]
that's probably not the plane right,14:41:27,26,c26_s0_0-26-6.avi,[NONE],[NONE],[NONE]
its higher up on the pubic bone thats why you keep cheating down,14:41:28,26,c26_s0_0-26-7.avi,[NONE],[NONE],[pubic bone]
that stuff needs to come down probably,14:41:34,26,c26_s0_0-26-13.avi,[NONE],[NONE],[NONE]
see it?,14:41:42,26,c26_s0_0-26-21.avi,[NONE],[NONE],[NONE]
you keep cheating down,14:41:45,26,c26_s0_0-26-24.avi,[NONE],[NONE],[NONE]
you're just making it more difficult later on to get down here,14:41:57,26,c26_s0_0-26-36.avi,[NONE],[NONE],[NONE]
good,14:41:59,26,c26_s0_0-26-38.avi,[NONE],[NONE],[NONE]
good,14:42:01,26,c26_s0_0-26-40.avi,[NONE],[NONE],[NONE]
careful thats that vessel that you got into so you just got to be careful,14:42:04,26,c26_s0_0-26-43.avi,[NONE],[be careful],[vessel]
so be careful of your tissue tension here becuase your superficial dvc can be around here,14:42:11,26,c26_s0_0-26-50.avi,[NONE],[NONE],"[tissue tension, superficial dorsal venous complex]"
"you dont want to be ripping, you lucked out that it wasnt there",14:42:15,26,c26_s0_0-26-54.avi,[NONE],[NONE],[NONE]
mhm,14:42:22,26,c26_s0_0-27-1.avi,[NONE],[NONE],[NONE]
good,14:42:26,26,c26_s0_0-27-5.avi,[NONE],[NONE],[NONE]
get that left side too,14:42:28,26,c26_s0_0-27-7.avi,[NONE],[get],[NONE]
uh huh,14:42:32,26,c26_s0_0-27-11.avi,[NONE],[NONE],[NONE]
you got to touch it,14:42:42,26,c26_s0_0-27-21.avi,[NONE],[touch],[NONE]
okay now sweep it back,14:42:45,26,c26_s0_0-27-24.avi,[NONE],[sweep back],[NONE]
"don't get too close to it, don't get too close to it",14:42:47,26,c26_s0_0-27-26.avi,[NONE],[get farther],[NONE]
mhm give it to maggie,14:43:00,26,c26_s0_0-27-39.avi,[NONE],[give],[NONE]
"sweep it into the spoon, help her",14:43:12,26,c26_s0_0-27-51.avi,[NONE],"[sweep, help]",[NONE]
from the left side do the sweep,14:43:18,26,c26_s0_0-27-57.avi,[NONE],[sweep],[NONE]
more,14:43:21,26,c26_s0_0-28-0.avi,[NONE],[NONE],[NONE]
that knuckle,14:43:23,26,c26_s0_0-28-2.avi,[NONE],[NONE],[NONE]
all that stuff can come back,14:43:27,26,c26_s0_0-28-6.avi,[NONE],[NONE],[NONE]
do you know why we do this,14:43:33,26,c26_s0_0-28-12.avi,[NONE],[NONE],[NONE]
"yes its to define the bladder neck, so it shouldn't take very long",14:43:37,26,c26_s0_0-28-16.avi,[NONE],[NONE],[NONE]
define the bladder neck and expose the endopelvics to yourself,14:43:45,26,c26_s0_0-28-24.avi,[NONE],"[define, expose]",[endoplasmic fascia]
transfect it there because you are at bladder,14:43:50,26,c26_s0_0-28-29.avi,[NONE],[NONE],[NONE]
get that knuckle of fat out,14:44:46,26,c26_s0_0-29-25.avi,[NONE],[get out],[NONE]
"and before you do the next step id clean your lens, be careful of that",14:44:50,26,c26_s0_0-29-29.avi,[camera],"[clean, be careful]",[NONE]
yeah,14:44:59,26,c26_s0_0-29-38.avi,[NONE],[NONE],[vein]
"that knuckle is always there, you've seen it in other prostates we do",14:45:02,26,c26_s0_0-29-41.avi,[NONE],[NONE],[NONE]
stop whatever is bleeding there,14:45:58,26,c26_s0_0-30-37.avi,[NONE],[stop],[NONE]
good,14:46:01,26,c26_s0_0-30-40.avi,[NONE],[NONE],[NONE]
yes,14:46:17,26,c26_s0_0-30-56.avi,[NONE],[NONE],[NONE]
"little closer to the prostate, a little closer",14:46:52,26,c26_s0_0-31-31.avi,[NONE],[NONE],[vas deferens]
little closer to the prostate,14:46:57,26,c26_s0_0-31-36.avi,[NONE],[NONE],[NONE]
take it along the prostate,14:47:02,26,c26_s0_0-31-41.avi,[NONE],[take],[NONE]
well then we will change the names to veins of Chen,14:47:08,26,c26_s0_0-31-47.avi,[NONE],[NONE],[NONE]
good,14:47:14,26,c26_s0_0-31-53.avi,[NONE],[NONE],[NONE]
so sweet,14:47:21,26,c26_s0_0-32-0.avi,[NONE],[NONE],[NONE]
so get your fourth arm in there,14:47:33,26,c26_s0_0-32-12.avi,[fourth arm],[get in],[NONE]
grab that leaflet,14:47:34,26,c26_s0_0-32-13.avi,[NONE],[grab],[NONE]
come on,14:47:39,26,c26_s0_0-32-18.avi,[NONE],[come on],[NONE]
because it's not doing anything right now,14:47:42,26,c26_s0_0-32-21.avi,[NONE],[NONE],[NONE]
"and elbow, elbow away",14:47:47,26,c26_s0_0-32-26.avi,[NONE],[elbow away],[NONE]
there you go good,14:47:49,26,c26_s0_0-32-28.avi,[NONE],[NONE],[NONE]
"see that little bit gives you a little more, and that wispy just tease it off",14:47:52,26,c26_s0_0-32-31.avi,[NONE],"[see, tease off]",[NONE]
"no, go closer to the prostate",14:47:57,26,c26_s0_0-32-36.avi,[NONE],[go closer],[NONE]
"no, closer to the prostate",14:47:58,26,c26_s0_0-32-37.avi,[NONE],[CLOSE],[NONE]
"look take your head out, right there next to your fourth arm diagonal to it",14:48:00,26,c26_s0_0-32-39.avi,[fourth arm],[take head out],[NONE]
yes,14:48:11,26,c26_s0_0-32-50.avi,[NONE],[NONE],[NONE]
you see that?,14:48:12,26,c26_s0_0-32-51.avi,[NONE],[NONE],"[prostate, fibers]"
see all that stuff you just saved?,14:48:17,26,c26_s0_0-32-56.avi,[NONE],[NONE],[NONE]
this is a pretty good plane,14:48:19,26,c26_s0_0-32-58.avi,[NONE],[NONE],[NONE]
"oh watch those are all muscle fibers, those are all muscle fibers",14:48:20,26,c26_s0_0-32-59.avi,[NONE],[NONE],[veins]
that's an added three weeks of being able to hold his pee that you were about to rid him of,14:48:25,26,c26_s0_0-33-4.avi,[NONE],[NONE],[NONE]
cold cold,14:48:35,26,c26_s0_0-33-14.avi,[NONE],[NONE],[vas deferens]
"look, if this shoulder is the prostate, put your scissors on it and snip",14:48:38,26,c26_s0_0-33-17.avi,[scissors],"[look, put, snip]",[NONE]
"under the fibers, under the fibers",14:48:50,26,c26_s0_0-33-29.avi,[NONE],[NONE],[NONE]
press it on the prostate,14:48:53,26,c26_s0_0-33-32.avi,[NONE],[press],[NONE]
you see that?,14:48:55,26,c26_s0_0-33-34.avi,[NONE],[NONE],[NONE]
"how you press it, and engage into the wispys",14:48:56,26,c26_s0_0-33-35.avi,[NONE],[NONE],[NONE]
"like that, perfect",14:49:00,26,c26_s0_0-33-39.avi,[NONE],[NONE],[NONE]
okay lets work towards the...,14:49:04,26,c26_s0_0-33-43.avi,[NONE],[NONE],[NONE]
yeah you can probably open that up more,14:49:10,26,c26_s0_0-33-49.avi,[NONE],[open more],[Seminal Vesicles]
go,14:49:12,26,c26_s0_0-33-51.avi,[NONE],[go],[NONE]
"careful, you don't want to get into the prostate yeah?",14:49:17,26,c26_s0_0-33-56.avi,[NONE],[NONE],[NONE]
"you can do a little opening spread, and then cut",14:49:24,26,c26_s0_0-34-3.avi,"[spreader, cutting tool]","[do, cut]",[NONE]
good,14:49:28,26,c26_s0_0-34-7.avi,[NONE],[NONE],[Vas deferens]
little bit thats it,14:49:35,26,c26_s0_0-34-14.avi,[NONE],[NONE],[vas deferens]
"alright, lets work distally",14:49:40,26,c26_s0_0-34-19.avi,[NONE],[work distally],[NONE]
"just sweep into that, close your scissors and sweep",14:49:47,26,c26_s0_0-34-26.avi,[scissors],"[sweep, close, sweep]",[NONE]
this is where we be careful,14:49:48,26,c26_s0_0-34-27.avi,[NONE],[NONE],[NONE]
just the tip of your scissors okay?,14:49:51,26,c26_s0_0-34-30.avi,[scissors],[NONE],[NONE]
"yup okay, now open up a little bit more",14:50:04,26,c26_s0_0-34-43.avi,[NONE],[open up a little bit more],[bladder neck]
"why are you buzzing down there, you buzz the endoplasmic fascia not whats down there",14:50:10,26,c26_s0_0-34-49.avi,[electrocautery],[Buzz],"[bladder neck, endopelvic fascia]"
mhm,14:50:25,26,c26_s0_0-35-4.avi,[NONE],[NONE],[bladder]
"don't go that deep, don't go that deep",14:50:27,26,c26_s0_0-35-6.avi,[NONE],[don't go deep],[NONE]
because you're trying to get under it now,14:50:32,26,c26_s0_0-35-11.avi,[NONE],[NONE],[NONE]
"that's a vein there, that purple thing",14:50:37,26,c26_s0_0-35-16.avi,[NONE],[NONE],[NONE]
"only 47cc gland, so nothing crazy big",14:50:41,26,c26_s0_0-35-20.avi,[NONE],[NONE],[prostate]
go to the other side,14:50:44,26,c26_s0_0-35-23.avi,[NONE],[go],[NONE]
good good good good,14:50:46,26,c26_s0_0-35-25.avi,[NONE],[NONE],[NONE]
go to the other side,14:50:48,26,c26_s0_0-35-27.avi,[NONE],[go],[NONE]
so we have a good amount of time for you to do the vas defs,14:50:53,26,c26_s0_0-35-32.avi,[NONE],[NONE],[prostate]
good,14:50:58,26,c26_s0_0-35-37.avi,[NONE],[NONE],[prostate]
yes,14:51:00,26,c26_s0_0-35-39.avi,[NONE],[NONE],[prostate]
ok,14:51:11,26,c26_s0_0-35-50.avi,[NONE],[NONE],[NONE]
good,14:51:12,26,c26_s0_0-35-51.avi,[NONE],[NONE],[NONE]
easy,14:51:15,26,c26_s0_0-35-54.avi,[NONE],[NONE],[NONE]
sweep sweep,14:51:25,26,c26_s0_0-36-4.avi,[NONE],[sweep],[NONE]
you gotta watch videos on how they sweep here okay?,14:51:28,26,c26_s0_0-36-7.avi,[NONE],[watch videos],[NONE]
it doesn't look like you know how to do that very well,14:51:35,26,c26_s0_0-36-14.avi,[NONE],[NONE],[NONE]
stop that bleeding,14:51:43,26,c26_s0_0-36-22.avi,[NONE],[stop],[NONE]
grab it,14:52:04,26,c26_s0_0-36-43.avi,[NONE],[grab],[NONE]
I wouldn't have grabbed it that way but sure,14:52:07,26,c26_s0_0-36-46.avi,[NONE],[NONE],[NONE]
grab that leaflet,14:52:16,26,c26_s0_0-36-55.avi,[NONE],[grab],[NONE]
its still bleeding  you gotta stop that thing,14:52:23,26,c26_s0_0-37-2.avi,[NONE],[stop],[prostate]
lets go,14:52:35,26,c26_s0_0-37-14.avi,[NONE],[NONE],[prostate]
sweep in the whispy,14:52:45,26,c26_s0_0-37-24.avi,[NONE],[sweep],[NONE]
i dont like to buzz that much down here,14:53:23,26,c26_s0_0-38-2.avi,[NONE],[NONE],[NONE]
see how there's a few fibers on the prostate that you probably could've saved,14:53:39,26,c26_s0_0-38-18.avi,[NONE],[NONE],[NONE]
its okay ill make sure i catch all of his leaking urine in clinic,14:53:44,26,c26_s0_0-38-23.avi,[NONE],[NONE],[NONE]
okay keep going,14:53:49,26,c26_s0_0-38-28.avi,[NONE],[keep going],[NONE]
be careful these are all veins here,14:53:57,26,c26_s0_0-38-36.avi,[NONE],[NONE],"[muscle fibers, muscle fibers]"
"all right good job, im going to swap",14:54:07,26,c26_s0_0-38-46.avi,[NONE],[NONE],[NONE]
ok good,15:45:13,26,c26_s0_1-29-52.avi,[NONE],[NONE],[NONE]
get on the vas and work medially,15:45:22,26,c26_s0_1-30-1.avi,[NONE],"[get, work medially]",[NONE]
uh no,15:45:28,26,c26_s0_1-30-7.avi,[NONE],[NONE],[NONE]
you were hiding it from yourself,15:45:30,26,c26_s0_1-30-9.avi,[NONE],[NONE],[NONE]
little buzz,15:45:33,26,c26_s0_1-30-12.avi,[electrocautery],[buzz little],[prostate]
good,15:45:36,26,c26_s0_1-30-15.avi,[NONE],[NONE],[NONE]
So  even if you can reflect your fourth arm more laterally,15:45:45,26,c26_s0_1-30-24.avi,[4th arm],[NONE],[NONE]
"yes, yes, good, good",15:45:55,26,c26_s0_1-30-34.avi,[NONE],[NONE],[NONE]
ok go,15:45:58,26,c26_s0_1-30-37.avi,[NONE],[go],[NONE]
the goal is to get to sem right?,15:46:00,26,c26_s0_1-30-39.avi,[NONE],[NONE],[NONE]
so everything is very fibrous back here from this turp right?,15:46:03,26,c26_s0_1-30-42.avi,[NONE],[NONE],[NONE]
the blunt stuff is not going to work so well,15:46:11,26,c26_s0_1-30-50.avi,[NONE],[NONE],[prostate]
so you see the plane and then yeah,15:46:15,26,c26_s0_1-30-54.avi,[NONE],[NONE],[NONE]
open along the VAS more down,15:46:41,26,c26_s0_1-31-20.avi,[NONE],[open],[NONE]
stay on the vas,15:46:45,26,c26_s0_1-31-24.avi,[NONE],[stay],[NONE]
buzz make it hot,15:46:48,26,c26_s0_1-31-27.avi,[electrocautery],"[buzz, make]",[NONE]
you got to get on the plane remember,15:46:50,26,c26_s0_1-31-29.avi,[NONE],[get on the plane],[NONE]
get that band thats right in front of you,15:46:54,26,c26_s0_1-31-33.avi,[NONE],[get],[NONE]
its starting to move there,15:47:01,26,c26_s0_1-31-40.avi,[NONE],[NONE],[NONE]
good,15:47:05,26,c26_s0_1-31-44.avi,[NONE],[NONE],[NONE]
go you can take it lower if you want,15:47:40,26,c26_s0_1-32-19.avi,[NONE],[take lower],[NONE]
have you found the sem?,15:48:08,26,c26_s0_1-32-47.avi,[NONE],[NONE],[NONE]
Grab and flip it up,15:49:00,26,c26_s0_1-33-39.avi,[NONE],"[Grab, flip]",[NONE]
dont grab your instrument thats not good,15:49:02,26,c26_s0_1-33-41.avi,[instrument],[don't grab],[NONE]
yes that's it its very subtle,15:49:05,26,c26_s0_1-33-44.avi,[NONE],[NONE],[NONE]
look you're slowly flipping it up,15:49:09,26,c26_s0_1-33-48.avi,[NONE],[flip up],[NONE]
go,15:49:14,26,c26_s0_1-33-53.avi,[NONE],[go],[NONE]
cause its all these vessels at the corner of the sem that's tethering you,15:49:16,26,c26_s0_1-33-55.avi,[NONE],[NONE],"[vessels, Seminal Vesicles]"
yup,15:49:22,26,c26_s0_1-34-1.avi,[NONE],[NONE],[NONE]
is that a part of sem down there?,15:49:40,26,c26_s0_1-34-19.avi,[NONE],[NONE],[Seminal Vesicles]
okay,15:49:49,26,c26_s0_1-34-28.avi,[NONE],[NONE],[NONE]
yeah,15:49:51,26,c26_s0_1-34-30.avi,[NONE],[NONE],[NONE]
why weck yeah yeah yeah?,15:49:55,26,c26_s0_1-34-34.avi,[NONE],[NONE],[NONE]
stop dont take the muscle,15:49:57,26,c26_s0_1-34-36.avi,[NONE],[stop],[muscle]
see the yellow stuff?,15:50:50,26,c26_s0_1-35-29.avi,[NONE],[NONE],[NONE]
laterally start taking that off stay on the SEM and take all that stuff,15:50:54,26,c26_s0_1-35-33.avi,[NONE],"[start taking, stay, take]",[NONE]
that stuff is just tethering you and you're trying to work under it for some reason,15:51:00,26,c26_s0_1-35-39.avi,[NONE],[NONE],[NONE]
dont blunt its very stuck back here,15:51:08,26,c26_s0_1-35-47.avi,[NONE],[NONE],[NONE]
closer to the SEM,15:51:10,26,c26_s0_1-35-49.avi,[NONE],[NONE],[NONE]
yup good,15:51:13,26,c26_s0_1-35-52.avi,[NONE],[NONE],[NONE]
can you see?,15:51:30,26,c26_s0_1-36-9.avi,[NONE],[NONE],[NONE]
just the vas okay?,15:52:34,26,c26_s0_1-37-13.avi,[NONE],[NONE],[vas deferens]
just the vas,15:52:36,26,c26_s0_1-37-15.avi,[NONE],[NONE],[vas deferens]
"thats it, its stuck",15:52:40,26,c26_s0_1-37-19.avi,[NONE],[NONE],[NONE]
you're not gonna get as much as you want,15:52:42,26,c26_s0_1-37-21.avi,[NONE],[NONE],[NONE]
"that's it, that's all you're gonna get",15:52:44,26,c26_s0_1-37-23.avi,[NONE],[NONE],[NONE]
and then when you start releasing it will give you more,15:52:46,26,c26_s0_1-37-25.avi,[NONE],[start releasing],[NONE]
"so don't try to rip it out or you're gonna do all this, I don't know whats going on right now",15:52:49,26,c26_s0_1-37-28.avi,[NONE],[rip],[NONE]
"yes, much better about staying on the VAS",15:52:58,26,c26_s0_1-37-37.avi,[NONE],[NONE],[NONE]
but dont go through it,15:53:02,26,c26_s0_1-37-41.avi,[NONE],[don't go through],[NONE]
its very stuck so this is were you really have to practice being on the right plane,15:53:04,26,c26_s0_1-37-43.avi,[NONE],[practice],[NONE]
or youre gonna get lost,15:53:12,26,c26_s0_1-37-51.avi,[NONE],[NONE],[NONE]
"no don't go up there, don't go up there",15:53:14,26,c26_s0_1-37-53.avi,[NONE],[don't go up],[NONE]
"your vas is right here, follow the vas",15:53:16,26,c26_s0_1-37-55.avi,[NONE],[follow],[vas deferens]
"yes, there you go",15:53:18,26,c26_s0_1-37-57.avi,[NONE],[NONE],[NONE]
stop that bleeding,15:53:20,26,c26_s0_1-37-59.avi,[NONE],[stop],[NONE]
"that's it, just flip it this way, look look look look look",15:53:28,26,c26_s0_1-38-7.avi,[NONE],"[flip, look]",[NONE]
more,15:53:34,26,c26_s0_1-38-13.avi,[NONE],[NONE],[NONE]
"look it this, push it away from you",15:53:39,26,c26_s0_1-38-18.avi,[NONE],"[look, push]",[NONE]
push it away from you,15:53:41,26,c26_s0_1-38-20.avi,[NONE],[push away],[NONE]
ok go,15:53:45,26,c26_s0_1-38-24.avi,[NONE],[go],[NONE]
yup,15:53:47,26,c26_s0_1-38-26.avi,[NONE],[NONE],[NONE]
this is all like knowing where your hands are and stuff,15:53:52,26,c26_s0_1-38-31.avi,[NONE],[NONE],[NONE]
go,15:53:58,26,c26_s0_1-38-37.avi,[NONE],[go],[NONE]
open along the VAS first,15:54:05,26,c26_s0_1-38-44.avi,[NONE],[open],[Vas deferens]
its a vessel that you didn't go through all the way,15:55:26,26,c26_s0_1-40-5.avi,[NONE],[NONE],[vessel]
you can grab a little closer,15:55:29,26,c26_s0_1-40-8.avi,[NONE],[grab closer],[NONE]
sure,15:55:46,26,c26_s0_1-40-25.avi,[NONE],[NONE],[NONE]
hot long cut,15:55:50,26,c26_s0_1-40-29.avi,[NONE],[NONE],[NONE]
you keep stabbing at it,15:55:52,26,c26_s0_1-40-31.avi,[NONE],[NONE],[NONE]
flip it up,15:56:00,26,c26_s0_1-40-39.avi,[NONE],[flip up],[NONE]
i dont think you have the semo,15:56:46,26,c26_s0_1-41-25.avi,[NONE],[NONE],[NONE]
do you?,15:56:48,26,c26_s0_1-41-27.avi,[NONE],[NONE],[NONE]
the blunt stuff is not going to work in this guy,15:56:55,26,c26_s0_1-41-34.avi,[NONE],[NONE],[NONE]
you keep trying to force it,15:57:00,26,c26_s0_1-41-39.avi,[NONE],[NONE],[NONE]
stop that bleeding because you started that from your blunt pushing,15:57:07,26,c26_s0_1-41-46.avi,[NONE],[stop],[NONE]
yeah,15:57:11,26,c26_s0_1-41-50.avi,[NONE],[NONE],[NONE]
ok,15:57:12,26,c26_s0_1-41-51.avi,[NONE],[NONE],[NONE]
get your scissors under your chin if you are going to use your fourth arm so it doesnt clash with anything,15:57:27,26,c26_s0_1-42-6.avi,"[scissors, fourth arm]",[get under],[NONE]
oh god,15:57:37,26,c26_s0_1-42-16.avi,[NONE],[NONE],[NONE]
I don't think you got the tip of the semo,15:57:55,26,c26_s0_1-42-34.avi,[NONE],[NONE],[NONE]
yes you got to get the tip out,15:57:59,26,c26_s0_1-42-38.avi,[NONE],[get the tip out],[NONE]
dont pull it down,15:58:01,26,c26_s0_1-42-40.avi,[NONE],[pull],[NONE]
yeah there you go,15:58:02,26,c26_s0_1-42-41.avi,[NONE],[NONE],[NONE]
"so the fourth arm flips it up, flip it up, straight 12 o clock",15:58:17,26,c26_s0_1-42-56.avi,[4th arm],[flip],[NONE]
its always flipped up right?,15:58:22,26,c26_s0_1-43-1.avi,[NONE],[NONE],[NONE]
careful,15:58:35,26,c26_s0_1-43-14.avi,[NONE],[NONE],[NONE]
uh uh,15:58:57,26,c26_s0_1-43-36.avi,[NONE],[NONE],[NONE]
"so get it out laterally, lateral to the stem now that you fliped it up",15:58:59,26,c26_s0_1-43-38.avi,[NONE],[get out laterally],[NONE]
now release it,15:59:06,26,c26_s0_1-43-45.avi,[NONE],[release],[NONE]
hang on,15:59:09,26,c26_s0_1-43-48.avi,[NONE],[NONE],[NONE]
easy careful,15:59:36,26,c26_s0_1-44-15.avi,[NONE],[NONE],[NONE]
uh uh uh,15:59:40,26,c26_s0_1-44-19.avi,[NONE],[NONE],[NONE]
youre digging into stem,15:59:42,26,c26_s0_1-44-21.avi,[NONE],[NONE],[NONE]
you dont see that,15:59:45,26,c26_s0_1-44-24.avi,[NONE],[NONE],[NONE]
now you see it right,15:59:47,26,c26_s0_1-44-26.avi,[NONE],[NONE],[NONE]
okay,15:59:52,26,c26_s0_1-44-31.avi,[NONE],[NONE],[NONE]
okay,16:00:05,26,c26_s0_1-44-44.avi,[NONE],[NONE],[NONE]
do you have it enough,16:00:09,26,c26_s0_1-44-48.avi,[NONE],[NONE],[NONE]
take a look at the other side,16:00:13,26,c26_s0_1-44-52.avi,[NONE],[take a look],[NONE]
are you ready to look at it posteriorly,16:00:18,26,c26_s0_1-44-57.avi,[NONE],[NONE],[NONE]
"I think you are too far from the prostate, very very far, don't you think?",16:08:58,26,c26_s0_1-53-37.avi,[NONE],[NONE],[prostate]
"at this point it should be fine but if you keep going in this area, I think it will be okay",16:09:09,26,c26_s0_1-53-48.avi,[NONE],[NONE],[NONE]
huh,16:09:47,26,c26_s0_1-54-26.avi,[NONE],[NONE],[NONE]
yeah,16:09:57,26,c26_s0_1-54-36.avi,[NONE],[NONE],[NONE]
"stop stop stop, what I would do in this situation",16:10:10,26,c26_s0_1-54-49.avi,[NONE],[stop],[NONE]
little by little,16:12:08,26,c26_s0_1-56-47.avi,[NONE],[NONE],[NONE]
there's too much tissue on the prostate to worry about being too close to the rectum,16:18:10,26,c26_s0_2-2-49.avi,[NONE],[NONE],"[tissue, prostate, rectum]"
dont take the muscle,16:49:45,26,c26_s0_2-34-24.avi,[NONE],[take],[muscle]
leave that one and start on the other one,16:50:05,26,c26_s0_2-34-44.avi,[NONE],"[start, leave]",[NONE]
"thats too much, take less",16:57:40,26,c26_s0_2-42-19.avi,[NONE],[take less],[NONE]
what is going on,16:59:18,26,c26_s0_2-43-57.avi,[NONE],[NONE],[NONE]
almost done?,10:09:12,28,c28_s0_0-4-28.avi,[NONE],[NONE],[NONE]
why is it such a bloody mess?,10:34:30,28,c28_s0_0-29-46.avi,[NONE],[NONE],[NONE]
go go go go go,11:04:25,28,c28_s0_0-59-41.avi,[NONE],[go],[NONE]
yup,11:05:38,28,c28_s0_1-0-54.avi,[NONE],[NONE],[NONE]
you have to finish dropping this,11:09:24,28,c28_s0_1-4-40.avi,[NONE],[finish dropping],[NONE]
higher,11:09:29,28,c28_s0_1-4-45.avi,[NONE],[NONE],[NONE]
"I think you're in two different planes, you're in a plane up here, and you're in a plane down here. this plane is going to carry over to all this stuff, so just be aware of that",11:09:35,28,c28_s0_1-4-51.avi,[NONE],[NONE],[NONE]
